name,team,league,season,penalties_scored,penalties_taken
Lionel Messi,Barcelona,Spain,2012,4,4
Fabián Monzón,Nice,France,2012,0,1
Stefano Mauri,Lazio,Italy,2012,1,1
Mladen Petrić,Fulham,England,2012,1,1
Víctor Pérez,Valladolid,Spain,2012,4,5
Pepe,Real Madrid,Spain,2012,1,1
Sergio Pellissier,Chievo,Italy,2012,1,1
Giampaolo Pazzini,Milan,Italy,2012,3,3
Alexandre Pato,Milan,Italy,2012,0,1
Alberto Paloschi,Chievo,Italy,2012,2,2
Dani Osvaldo,Roma,Italy,2012,2,3
Oscar,Chelsea,England,2012,1,1
Shinji Okazaki,Stuttgart,Germany,2012,1,1
Robin van Persie,Manchester Utd,England,2012,3,4
Diego Milito,Inter,Italy,2012,3,3
Mark Noble,West Ham,England,2012,3,3
Jorge Molina,Betis,Spain,2012,1,2
Benjamin Moukandjo,Nancy,France,2012,1,1
Thomas Müller,Bayern Munich,Germany,2012,2,2
Adrian Mutu,Ajaccio,France,2012,3,4
James Morrison,West Brom,England,2012,1,1
Álvaro Negredo,Sevilla,Spain,2012,4,5
Bernd Nehrig,Greuther Fürth,Germany,2012,1,2
Nenê,Cagliari,Italy,2012,1,1
Benjamin Nivet,Troyes,France,2012,1,1
Arnold Mvuemba,Lorient,France,2012,1,1
Marco Sau,Cagliari,Italy,2012,1,1
Peter Odemwingie,West Brom,England,2012,1,1
Alexander Meier,Eint Frankfurt,Germany,2012,3,3
Lucas Piazon,Chelsea,England,2012,0,1
Cristian Ledesma,Lazio,Italy,2012,1,2
Thorben Marx,M'Gladbach,Germany,2012,2,2
Javi Márquez,Mallorca,Spain,2012,1,1
Enzo Maresca,Sampdoria,Italy,2012,1,1
Marcos,Troyes,France,2012,1,1
Shaun Maloney,Wigan Athletic,England,2012,1,1
Steed Malbranque,Lyon,France,2012,1,1
Romelu Lukaku,West Brom,England,2012,2,3
Luciano,Chievo,Italy,2012,1,2
Maxi López,Sampdoria,Italy,2012,1,1
Lisandro López,Lyon,France,2012,3,4
Shane Long,West Brom,England,2012,0,1
Anthony Modeste,Bastia,France,2012,3,5
Francesco Lodi,Catania,Italy,2012,1,1
Robert Lewandowski,Dortmund,Germany,2012,1,2
Arnaud Le Lan,Lorient,France,2012,1,1
Adam le Fondre,Reading,England,2012,3,3
Jens Langeneke,Düsseldorf,Germany,2012,2,2
Frank Lampard,Chelsea,England,2012,5,6
Rickie Lambert,Southampton,England,2012,3,3
Grzegorz Krychowiak,Reims,France,2012,2,2
Stefan Kießling,Leverkusen,Germany,2012,4,5
Andrea Pirlo,Juventus,Italy,2012,0,1
Fabrizio Miccoli,Palermo,Italy,2012,2,2
Míchel,Levante,Spain,2012,1,1
Adem Ljajić,Fiorentina,Italy,2012,1,1
Dani Schahin,Düsseldorf,Germany,2012,1,2
David Villa,Barcelona,Spain,2012,0,1
Eden Hazard,Chelsea,England,2012,2,2
Jonathas,Torino,Italy,2012,1,1
Jonas,Valencia,Spain,2012,1,1
Joaquín,Málaga,Spain,2012,1,2
Andreas Ivanschitz,Mainz 05,Germany,2012,3,3
Isco,Málaga,Spain,2012,2,2
Zlatan Ibrahimović,Paris S-G,France,2012,4,4
Vedad Ibišević,Stuttgart,Germany,2012,5,7
Szabolcs Huszti,Hannover 96,Germany,2012,3,3
Klaas-Jan Huntelaar,Schalke 04,Germany,2012,1,1
Aaron Hunt,Werder Bremen,Germany,2012,5,6
Branimir Hrgota,M'Gladbach,Germany,2012,1,1
Filip Daems,M'Gladbach,Germany,2012,1,1
Grant Holt,Norwich City,England,2012,1,2
Javier Hernández,Manchester Utd,England,2012,0,1
Clément Grenier,Lyon,France,2012,1,1
Max Gradel,Saint-Étienne,France,2012,1,1
Mario Götze,Dortmund,Germany,2012,1,1
Bafétimbi Gomis,Lyon,France,2012,4,5
Sebastian Giovinco,Juventus,Italy,2012,1,1
Kamel Ghilas,Reims,France,2012,0,1
Steven Gerrard,Liverpool,England,2012,4,5
Manolo Gabbiadini,Bologna,Italy,2012,1,1
Gaetano D'Agostino,Pescara,Italy,2012,1,1
Dimitar Berbatov,Fulham,England,2012,4,4
Hernanes,Lazio,Italy,2012,2,3
Gaëtan Courtet,Reims,France,2012,0,1
Craig Gardner,Sunderland,England,2012,4,4
Roberto Firmino,Hoffenheim,Germany,2012,1,1
Saber Khalifa,Evian,France,2012,1,1
Éder,Sampdoria,Italy,2012,3,3
Zé Eduardo,Siena,Italy,2012,1,1
Julien Faubert,Bordeaux,France,2012,0,1
Valentin Eysseric,Nice,France,2012,1,1
Radamel Falcao,Atlético Madrid,Spain,2012,8,8
Jefferson Farfán,Schalke 04,Germany,2012,1,1
Julian Draxler,Schalke 04,Germany,2012,0,1
Julien Féret,Rennes,France,2012,2,2
Eliseu,Málaga,Spain,2012,1,1
Mathieu Dossevi,Valenciennes,France,2012,0,1
Stevan Jovetić,Fiorentina,Italy,2012,1,2
Gaël Danic,Valenciennes,France,2012,3,3
Lucas Digne,Lille,France,2012,1,1
Diego,Reims,France,2012,1,2
Diego,Wolfsburg,Germany,2012,3,3
Alessandro Diamanti,Bologna,Italy,2012,3,4
Cheick Diabaté,Bordeaux,France,2012,1,1
Antonio Di Natale,Udinese,Italy,2012,4,6
Rafael van der Vaart,Hamburger SV,Germany,2012,1,2
Germán Denis,Atalanta,Italy,2012,5,5
Andy Delort,Ajaccio,France,2012,1,1
Matías Fernández,Fiorentina,Italy,2012,0,1
Graham Dorrans,West Brom,England,2012,1,1
Chori Domínguez,Rayo Vallecano,Spain,2012,2,2
Ishak Belfodil,Parma,Italy,2012,0,1
Cristóbal Jorquera,Genoa,Italy,2012,0,1
José Barkero,Levante,Spain,2012,2,4
Papiss Cissé,Newcastle Utd,England,2012,0,1
Djibril Cissé,QPR,England,2012,0,1
Alessio Cerci,Torino,Italy,2012,1,1
Edinson Cavani,Napoli,Italy,2012,7,10
Rubén Castro,Betis,Spain,2012,2,2
Diego Castro,Getafe,Spain,2012,4,4
Víctor Casadesús,Mallorca,Spain,2012,1,2
Andy Carroll,West Ham,England,2012,1,1
Étienne Capoue,Toulouse,France,2012,1,2
Antonio Candreva,Lazio,Italy,2012,3,3
Fabien Camus,Troyes,France,2012,0,1
Souleymane Camara,Montpellier,France,2012,1,1
Jan-Ingwer Callsen-Bracker,Augsburg,Germany,2012,0,1
Daniel Caligiuri,Freiburg,Germany,2012,4,4
Emanuele Calaiò,Siena,Italy,2012,0,2
Yohan Cabaye,Newcastle Utd,England,2012,1,1
Jakub Błaszczykowski,Dortmund,Germany,2012,3,4
Alberto Bueno,Valladolid,Spain,2012,1,1
Ryad Boudebouz,Sochaux,France,2012,2,2
Marco Borriello,Genoa,Italy,2012,2,3
Rolando Bianchi,Torino,Italy,2012,3,4
Gonzalo Bergessio,Catania,Italy,2012,0,1
Kaká,Real Madrid,Spain,2012,1,1
Darío Cvitanich,Nice,France,2012,5,6
Michel Bastos,Schalke 04,Germany,2012,0,1
Daniele Conti,Cagliari,Italy,2012,0,1
Sébastien Corchia,Sochaux,France,2012,0,1
Salomon Kalou,Lille,France,2012,1,2
Iago Aspas,Celta Vigo,Spain,2012,3,3
Mario Balotelli,Milan,Italy,2012,6,6
Leighton Baines,Everton,England,2012,2,2
Milan Badelj,Hamburger SV,Germany,2012,1,1
Demba Ba,Newcastle Utd,England,2012,1,1
Jonathan Ayité,Brest,France,2012,1,1
André Ayew,Marseille,France,2012,1,2
Pierre-Emerick Aubameyang,Saint-Étienne,France,2012,1,2
Christian Benteke,Aston Villa,England,2012,3,3
Younès Belhanda,Montpellier,France,2012,2,3
Mikel Arteta,Arsenal,England,2012,5,6
Apoño,Zaragoza,Spain,2012,7,7
Amauri,Parma,Italy,2012,1,1
Alberto Aquilani,Fiorentina,Italy,2012,0,1
Xabi Alonso,Real Madrid,Spain,2012,0,1
Eden Ben Basat,Brest,France,2012,3,3
Hatem Ben Arfa,Newcastle Utd,England,2012,2,2
Youssef El-Arabi,Granada,Spain,2012,1,1
Ricky Álvarez,Inter,Italy,2012,1,2
Mohammed Abdellaoue,Hannover 96,Germany,2012,2,2
Edin Džeko,Manchester City,England,2012,0,1
Sergio Agüero,Manchester City,England,2012,2,2
David Alaba,Bayern Munich,Germany,2012,2,3
Jérémie Aliadière,Lorient,France,2012,2,2
Paul Alo'o,Nancy,France,2012,0,1
Aritz Aduriz,Athletic Club,Spain,2012,1,2
Eden Ben Basat,Toulouse,France,2013,0,1
Saido Berahino,West Brom,England,2013,1,1
Christian Benteke,Aston Villa,England,2013,2,4
Wissam Ben Yedder,Toulouse,France,2013,2,3
Hatem Ben Arfa,Newcastle Utd,England,2013,1,1
Zlatan Ibrahimović,Paris S-G,France,2013,7,8
Éver Banega,Valencia,Spain,2013,1,2
Mario Balotelli,Milan,Italy,2013,3,5
Cédric Bakambu,Sochaux,France,2013,1,1
Leighton Baines,Everton,England,2013,3,3
David Barral,Levante,Spain,2013,1,2
Domenico Berardi,Sassuolo,Italy,2013,6,6
Vedad Ibišević,Stuttgart,Germany,2013,2,3
Mikel Arteta,Arsenal,England,2013,2,2
Cheick Diabaté,Bordeaux,France,2013,1,1
Frank Lampard,Chelsea,England,2013,1,3
Diego,Wolfsburg,Germany,2013,1,1
Eden Hazard,Chelsea,England,2013,4,4
Gonzalo Higuaín,Napoli,Italy,2013,5,5
Gary Hooper,Norwich City,England,2013,1,1
Aaron Hunt,Werder Bremen,Germany,2013,2,3
Klaas-Jan Huntelaar,Schalke 04,Germany,2013,0,2
Szabolcs Huszti,Hannover 96,Germany,2013,3,4
Víctor Ibarbo,Cagliari,Italy,2013,0,1
Carlos Bacca,Sevilla,Spain,2013,1,1
Dimitar Berbatov,Fulham,England,2013,2,2
André Ayew,Marseille,France,2013,1,1
Emmanuel Adebayor,Tottenham,England,2013,1,2
Rolando Bianchi,Bologna,Italy,2013,0,1
Lazaros Christodoulopoulos,Bologna,Italy,2013,2,2
Papiss Cissé,Newcastle Utd,England,2013,1,1
Diego Costa,Atlético Madrid,Spain,2013,5,8
Darío Cvitanich,Nice,France,2013,2,3
Filip Daems,M'Gladbach,Germany,2013,2,4
Germán Denis,Atalanta,Italy,2013,2,3
Rafael van der Vaart,Hamburger SV,Germany,2013,2,2
Nery Castillo,Rayo Vallecano,Spain,2013,1,1
Antonio Di Natale,Udinese,Italy,2013,4,6
Ermin Bičakčić,Braunschweig,Germany,2013,0,1
Gonzalo Bergessio,Catania,Italy,2013,1,1
Marko Arnautović,Stoke City,England,2013,1,1
Adem Ljajić,Roma,Italy,2013,1,1
Charlie Adam,Stoke City,England,2013,1,1
Aritz Aduriz,Athletic Club,Spain,2013,2,3
Sergio Agüero,Manchester City,England,2013,0,1
David Alaba,Bayern Munich,Germany,2013,1,2
Edu Albácar,Elche,Spain,2013,3,3
Romain Alessandrini,Rennes,France,2013,1,1
Jérémie Aliadière,Lorient,France,2013,2,2
Amauri,Parma,Italy,2013,2,3
Nordin Amrabat,Málaga,Spain,2013,1,1
Alberto Aquilani,Fiorentina,Italy,2013,1,1
Youssef El-Arabi,Granada,Spain,2013,1,2
Vincent Aboubakar,Lorient,France,2013,2,2
Agim Ibraimi,Cagliari,Italy,2013,1,1
Dwight Gayle,Crystal Palace,England,2013,1,1
Andrés Iniesta,Barcelona,Spain,2013,1,1
Eloge Enza Yamissi,Valenciennes,France,2013,0,1
Mevlüt Erdinç,Saint-Étienne,France,2013,1,1
Beñat Etxebarria,Athletic Club,Spain,2013,0,1
Cesc Fàbregas,Barcelona,Spain,2013,2,2
Radamel Falcao,Monaco,France,2013,2,3
Jefferson Farfán,Schalke 04,Germany,2013,4,4
Roberto Firmino,Hoffenheim,Germany,2013,2,4
Sergio Floccari,Sassuolo,Italy,2013,0,1
Josip Drmić,Nürnberg,Germany,2013,2,2
Sergio García,Espanyol,Spain,2013,5,6
Kévin Gameiro,Sevilla,Spain,2013,2,2
Innocent Emeghara,Livorno,Italy,2013,1,1
Ibai Gómez,Athletic Club,Spain,2013,1,1
Olivier Giroud,Arsenal,England,2013,1,1
Thibault Giresse,Guingamp,France,2013,1,1
Alberto Gilardino,Genoa,Italy,2013,4,7
Mario Gómez,Fiorentina,Italy,2013,1,1
Faouzi Ghoulam,Saint-Étienne,France,2013,1,1
Craig Gardner,Sunderland,England,2013,1,1
André-Pierre Gignac,Marseille,France,2013,1,1
Bafétimbi Gomis,Lyon,France,2013,1,1
Christian Gentner,Stuttgart,Germany,2013,0,1
Steven Gerrard,Liverpool,England,2013,10,11
Charles,Celta Vigo,Spain,2013,0,1
Max Gradel,Saint-Étienne,France,2013,2,3
Éder,Sampdoria,Italy,2013,3,3
Patrick Ebert,Valladolid,Spain,2013,0,1
Duda,Málaga,Spain,2013,1,1
Joaquín Larrivey,Rayo Vallecano,Spain,2013,3,3
Andreas Ivanschitz,Levante,Spain,2013,0,1
Martin Harnik,Stuttgart,Germany,2013,0,1
Mile Jedinak,Crystal Palace,England,2013,1,1
Adam Johnson,Sunderland,England,2013,1,1
Jonas,Valencia,Spain,2013,1,1
Jorginho,Hellas Verona,Italy,2013,5,5
Joselu,Eint Frankfurt,Germany,2013,0,1
Yann Jouffre,Lorient,France,2013,2,2
Jussiê,Bordeaux,France,2013,3,3
Foued Kadir,Rennes,France,2013,0,1
Salomon Kalou,Lille,France,2013,5,6
Wahbi Khazri,Bastia,France,2013,1,1
Stefan Kießling,Leverkusen,Germany,2013,2,2
Max Kruse,M'Gladbach,Germany,2013,4,4
Grzegorz Krychowiak,Reims,France,2013,2,3
Domi Kumbela,Braunschweig,Germany,2013,0,1
Alessandro Diamanti,Bologna,Italy,2013,3,3
Nikica Jelavić,Hull City,England,2013,0,1
Marek Hamšík,Napoli,Italy,2013,0,1
Hiroshi Kiyotake,Nürnberg,Germany,2013,0,1
Clément Grenier,Lyon,France,2013,0,1
Papakouli Diop,Levante,Spain,2013,0,1
Javi Guerra,Valladolid,Spain,2013,1,1
Giovani dos Santos,Villarreal,Spain,2013,1,2
Ciro Immobile,Torino,Italy,2013,0,1
Marouane Chamakh,Crystal Palace,England,2013,1,1
Ferran Corominas,Elche,Spain,2013,0,1
Edinson Cavani,Paris S-G,France,2013,2,2
Alessandro Matri,Fiorentina,Italy,2013,1,1
Stefano Mauri,Lazio,Italy,2013,0,1
Luis Muriel,Udinese,Italy,2013,2,2
Eric Maxim Choupo-Moting,Mainz 05,Germany,2013,3,3
Alexander Meier,Eint Frankfurt,Germany,2013,1,1
Maor Melikson,Valenciennes,France,2013,2,3
Dries Mertens,Napoli,Italy,2013,2,2
Lionel Messi,Barcelona,Spain,2013,7,8
Diego Milito,Inter,Italy,2013,0,1
Jorge Molina,Betis,Spain,2013,1,2
Cédric Mongongu,Evian,France,2013,4,5
James Morrison,West Brom,England,2013,1,1
Thomas Müller,Bayern Munich,Germany,2013,3,4
Loïc Rémy,Newcastle Utd,England,2013,0,1
Marco Reus,Dortmund,Germany,2013,6,6
Jonathan Schmid,Freiburg,Germany,2013,0,1
Arjen Robben,Bayern Munich,Germany,2013,1,1
Yaya Touré,Manchester City,England,2013,6,6
Roberto Trashorras,Rayo Vallecano,Spain,2013,0,1
Carlos Vela,Real Sociedad,Spain,2013,2,2
Paul Verhaegh,Augsburg,Germany,2013,2,2
Verza,Almería,Spain,2013,7,7
Aleix Vidal,Almería,Spain,2013,1,1
Arturo Vidal,Juventus,Italy,2013,2,2
Jonathan Viera,Rayo Vallecano,Spain,2013,3,4
Ciprian Marica,Getafe,Spain,2013,1,1
David Villa,Atlético Madrid,Spain,2013,1,2
Abdul Majeed Waris,Valenciennes,France,2013,2,3
Maxi López,Catania,Italy,2013,1,1
Paulinho,Livorno,Italy,2013,3,3
Alessio Cerci,Torino,Italy,2013,5,7
M'Baye Niang,Montpellier,France,2013,0,1
Mark Noble,West Ham,England,2013,2,2
Nolito,Celta Vigo,Spain,2013,2,2
Torsten Oehrl,Braunschweig,Germany,2013,1,1
Nélson Oliveira,Rennes,France,2013,1,2
Alberto Paloschi,Chievo,Italy,2013,4,4
Goran Pandev,Napoli,Italy,2013,0,1
Miralem Pjanić,Roma,Italy,2013,1,1
Robin van Persie,Manchester Utd,England,2013,2,2
Mauricio Pinilla,Cagliari,Italy,2013,4,6
Piti,Granada,Spain,2013,0,1
Nicola Pozzi,Sampdoria,Italy,2013,1,1
Nicolas de Préville,Reims,France,2013,1,1
Jason Puncheon,Crystal Palace,England,2013,1,2
Ivan Rakitić,Sevilla,Spain,2013,4,7
Adrián Ramos,Hertha BSC,Germany,2013,3,4
Neymar,Barcelona,Spain,2013,1,1
Jérémy Perbet,Villarreal,Spain,2013,1,1
Glenn Murray,Crystal Palace,England,2013,1,1
Admir Mehmedi,Freiburg,Germany,2013,1,1
Iker Muniain,Athletic Club,Spain,2013,1,1
Francesco Lodi,Catania,Italy,2013,1,1
Francesco Lodi,Genoa,Italy,2013,1,1
Maxi López,Sampdoria,Italy,2013,0,1
Mirko Vučinić,Juventus,Italy,2013,1,1
José Manuel Casado,Málaga,Spain,2013,0,1
Peter Whittingham,Cardiff City,England,2013,1,1
Daniel Sturridge,Liverpool,England,2013,0,1
Damián Suárez,Elche,Spain,2013,1,2
Ki Sung-yueng,Sunderland,England,2013,1,1
Mikel San José,Athletic Club,Spain,2013,0,1
Francesco Totti,Roma,Italy,2013,2,2
Rickie Lambert,Southampton,England,2013,3,3
Robert Lewandowski,Dortmund,Germany,2013,4,4
Kevin-Prince Boateng,Schalke 04,Germany,2013,1,2
Wilfried Bony,Swansea City,England,2013,4,4
Fabio Borini,Sunderland,England,2013,3,3
Ryad Boudebouz,Bastia,France,2013,1,1
Robbie Brady,Hull City,England,2013,2,2
Yacine Brahimi,Granada,Spain,2013,1,1
Martin Braithwaite,Toulouse,France,2013,1,1
Gianni Bruno,Bastia,France,2013,1,1
Rémy Cabella,Montpellier,France,2013,3,4
Emanuele Calaiò,Genoa,Italy,2013,0,1
Hakan Çalhanoğlu,Hamburger SV,Germany,2013,1,1
Demba Camara,Ajaccio,France,2013,0,1
Antonio Candreva,Lazio,Italy,2013,6,6
Lucas Biglia,Lazio,Italy,2013,1,1
Antonio Cassano,Parma,Italy,2013,1,3
Jonathan Walters,Stoke City,England,2013,2,3
Diego Castro,Getafe,Spain,2013,1,2
Rubén Castro,Betis,Spain,2013,0,2
Kevin Strootman,Roma,Italy,2013,2,2
Bruno Soriano,Villarreal,Spain,2013,3,3
Ryad Boudebouz,Sochaux,France,2013,1,1
Roberto Soldado,Tottenham,England,2013,4,4
Xavi,Barcelona,Spain,2013,0,1
Jordi Xumetra,Levante,Spain,2013,1,1
Mustapha Yatabaré,Guingamp,France,2013,3,5
Simone Zaza,Sassuolo,Italy,2013,1,1
Jonathan Zebina,Toulouse,France,2013,0,1
Nabil El Zhar,Levante,Spain,2013,2,3
Filip Đorđević,Nantes,France,2013,0,1
Cyril Théréau,Chievo,Italy,2013,2,3
Carlos Tevez,Juventus,Italy,2013,1,1
Junior Tallo,Ajaccio,France,2013,0,1
Gonzalo Rodríguez,Fiorentina,Italy,2013,2,2
James Rodríguez,Monaco,France,2013,2,2
Luca Toni,Hellas Verona,Italy,2013,3,3
Fran Rico,Granada,Spain,2013,1,2
Diego Rolán,Bordeaux,France,2013,1,1
Cristiano Ronaldo,Real Madrid,Spain,2013,6,6
Ronny,Hertha BSC,Germany,2013,1,1
Wayne Rooney,Manchester Utd,England,2013,3,3
Steve Sidwell,Fulham,England,2013,0,1
Giuseppe Rossi,Fiorentina,Italy,2013,6,6
Henri Saivet,Bordeaux,France,2013,1,1
Robert Snodgrass,Norwich City,England,2013,0,1
Sejad Salihović,Hoffenheim,Germany,2013,8,10
Itay Shechter,Nantes,France,2013,0,1
Ricardo Rodríguez,Wolfsburg,Germany,2013,3,4
Daniel Wass,Evian,France,2014,1,2
Pierrick Valdivia,Lens,France,2014,0,1
Leonardo Ulloa,Leicester City,England,2014,2,2
Álvaro Vázquez,Getafe,Spain,2014,1,1
Franco Vázquez,Palermo,Italy,2014,1,2
Verza,Almería,Spain,2014,3,4
Jordan Veretout,Nantes,France,2014,4,4
Paul Verhaegh,Augsburg,Germany,2014,6,7
Arturo Vidal,Juventus,Italy,2014,2,3
James Ward-Prowse,Southampton,England,2014,1,1
Ikechukwu Uche,Villarreal,Spain,2014,1,1
Carlos Vela,Real Sociedad,Spain,2014,1,1
Andros Townsend,Tottenham,England,2014,1,1
Cristhian Stuani,Espanyol,Spain,2014,2,2
Yaya Touré,Manchester City,England,2014,2,2
Francesco Totti,Roma,Italy,2014,4,4
Luca Toni,Hellas Verona,Italy,2014,4,6
Ola Toivonen,Rennes,France,2014,1,2
Carlos Tevez,Juventus,Italy,2014,2,4
Francesco Tavano,Empoli,Italy,2014,1,1
Junior Tallo,Bastia,France,2014,1,1
Dušan Tadić,Southampton,England,2014,1,2
Nils Petersen,Freiburg,Germany,2014,1,1
Lars Stindl,Hannover 96,Germany,2014,1,1
Bruno Soriano,Villarreal,Spain,2014,1,1
Tobias Werner,Augsburg,Germany,2014,0,1
Yoann Touzghar,Lens,France,2014,3,3
Simone Zaza,Sassuolo,Italy,2014,1,2
Sejad Salihović,Hoffenheim,Germany,2014,2,2
Dominik Kohr,Augsburg,Germany,2014,1,1
Robin van Persie,Manchester Utd,England,2014,1,2
Riccardo Saponara,Empoli,Italy,2014,1,1
Roque Santa Cruz,Málaga,Spain,2014,1,1
Alexis Sánchez,Arsenal,England,2014,0,1
Emiliano Sala,Caen,France,2014,1,1
Emiliano Sala,Bordeaux,France,2014,1,1
Sebastian Rudy,Hoffenheim,Germany,2014,0,1
Nolan Roux,Lille,France,2014,1,1
Wayne Rooney,Manchester Utd,England,2014,1,2
Ronny,Hertha BSC,Germany,2014,1,1
Xherdan Shaqiri,Inter,Italy,2014,1,1
Cristiano Ronaldo,Real Madrid,Spain,2014,10,12
Roberto Soldado,Tottenham,England,2014,0,1
Ricardo Rodríguez,Wolfsburg,Germany,2014,3,3
Alejandro Rodríguez,Cesena,Italy,2014,1,1
Rodrigo,Valencia,Spain,2014,1,1
Arjen Robben,Bayern Munich,Germany,2014,2,2
Fran Rico,Granada,Spain,2014,2,2
Adrien Regattin,Toulouse,France,2014,1,1
Fabio Quagliarella,Torino,Italy,2014,3,3
Xabi Prieto,Real Sociedad,Spain,2014,2,2
Eugen Polanski,Hoffenheim,Germany,2014,2,2
Mauricio Pinilla,Genoa,Italy,2014,0,1
Mauricio Pinilla,Atalanta,Italy,2014,1,1
Diego Rolán,Bordeaux,France,2014,3,3
Jonjo Shelvey,Swansea City,England,2014,1,1
Gonzalo Rodríguez,Fiorentina,Italy,2014,1,3
Guilherme Siqueira,Atlético Madrid,Spain,2014,0,1
Benjamin Moukandjo,Reims,France,2014,1,1
Jérémy Ménez,Milan,Italy,2014,8,8
Lucas Pérez,La Coruña,Spain,2014,1,2
Sergio Pellissier,Chievo,Italy,2014,1,1
João Pedro,Cagliari,Italy,2014,0,1
Giampaolo Pazzini,Milan,Italy,2014,3,3
Daniel Parejo,Valencia,Spain,2014,3,5
Alberto Paloschi,Chievo,Italy,2014,0,1
Angelo Palombo,Sampdoria,Italy,2014,1,1
Rodrigo Palacio,Inter,Italy,2014,0,1
Divock Origi,Lille,France,2014,2,4
Fabián Orellana,Celta Vigo,Spain,2014,0,1
David Nugent,Leicester City,England,2014,1,1
Paul-Georges Ntep,Rennes,France,2014,0,1
Santi Mina,Celta Vigo,Spain,2014,1,1
Simone Pepe,Juventus,Italy,2014,1,1
Mark Noble,West Ham,England,2014,1,2
Aarón Ñíguez,Elche,Spain,2014,0,1
Yeni Ngbakoto,Metz,France,2014,4,4
Neymar,Barcelona,Spain,2014,1,1
Álvaro Negredo,Valencia,Spain,2014,1,1
Glenn Murray,Crystal Palace,England,2014,1,2
Thomas Müller,Bayern Munich,Germany,2014,3,3
João Moutinho,Monaco,France,2014,1,1
Anthony Mounier,Montpellier,France,2014,1,1
Victor Moses,Stoke City,England,2014,1,1
Nolito,Celta Vigo,Spain,2014,3,4
Bouna Sarr,Metz,France,2014,1,1
Antonio Nocerino,Parma,Italy,2014,1,1
Kevin Mirallas,Everton,England,2014,0,1
Lucas Moura,Paris S-G,France,2014,2,2
Lionel Messi,Barcelona,Spain,2014,5,6
Alexander Meier,Eint Frankfurt,Germany,2014,3,4
Admir Mehmedi,Freiburg,Germany,2014,0,1
Alban Meha,Paderborn 07,Germany,2014,1,1
Haris Medunjanin,La Coruña,Spain,2014,1,2
James McArthur,Crystal Palace,England,2014,0,1
Eric Maxim Choupo-Moting,Schalke 04,Germany,2014,2,3
Alessandro Matri,Genoa,Italy,2014,0,1
Juan Mata,Manchester Utd,England,2014,1,1
Anthony Martial,Monaco,France,2014,1,2
Claudio Marchisio,Juventus,Italy,2014,1,1
Mario Mandžukić,Atlético Madrid,Spain,2014,3,3
Christophe Mandanne,Guingamp,France,2014,1,1
Florent Malouda,Metz,France,2014,1,2
Modibo Maïga,Metz,France,2014,2,2
Massimo Maccarone,Empoli,Italy,2014,1,1
Romelu Lukaku,Everton,England,2014,2,2
David Lombán,Elche,Spain,2014,3,3
Adem Ljajić,Roma,Italy,2014,1,2
Robert Lewandowski,Bayern Munich,Germany,2014,1,1
Kevin Lejeune,Metz,France,2014,0,1
Matthias Lehmann,Köln,Germany,2014,4,4
Marcelo Larrondo,Torino,Italy,2014,0,1
Alexandre Lacazette,Lyon,France,2014,8,9
Layvin Kurzawa,Monaco,France,2014,0,1
Diego Perotti,Genoa,Italy,2014,2,2
Max Kruse,M'Gladbach,Germany,2014,3,3
Dries Mertens,Napoli,Italy,2014,1,1
Ivan Perišić,Wolfsburg,Germany,2014,0,1
Julian Schuster,Freiburg,Germany,2014,0,1
Raúl García,Atlético Madrid,Spain,2014,2,2
Bojan Krkić,Stoke City,England,2014,1,1
Wahbi Khazri,Bordeaux,France,2014,2,2
Ahmed Kantari,Lens,France,2014,1,1
Harry Kane,Tottenham,England,2014,2,3
Salomon Kalou,Hertha BSC,Germany,2014,2,2
Omar El Kaddouri,Torino,Italy,2014,0,1
Joselu,Hannover 96,Germany,2014,1,2
Jonathas,Elche,Spain,2014,0,1
Adam Johnson,Sunderland,England,2014,1,1
Mile Jedinak,Crystal Palace,England,2014,3,3
Benjamin Jeannot,Lorient,France,2014,1,1
Pontus Jansson,Torino,Italy,2014,0,1
Max Gradel,Saint-Étienne,France,2014,4,5
Cheick Diabaté,Bordeaux,France,2014,2,2
Alharbi El Jadeyaoui,Lens,France,2014,0,1
Danny Ings,Burnley,England,2014,1,1
Ciro Immobile,Dortmund,Germany,2014,0,1
Josip Iličić,Fiorentina,Italy,2014,1,1
Mauro Icardi,Inter,Italy,2014,4,5
Zlatan Ibrahimović,Paris S-G,France,2014,8,9
Jonas Hofmann,Mainz 05,Germany,2014,1,1
Gonzalo Higuaín,Napoli,Italy,2014,3,7
Abel Hernández,Hull City,England,2014,1,1
Jordan Henderson,Liverpool,England,2014,1,1
Tomer Hemed,Almería,Spain,2014,2,2
Jens Hegeler,Hertha BSC,Germany,2014,1,1
Koo Ja-cheol,Mainz 05,Germany,2014,3,3
Lorenzo Insigne,Napoli,Italy,2014,0,1
Franco Di Santo,Werder Bremen,Germany,2014,4,5
Eden Hazard,Chelsea,England,2014,3,4
Maxime Gonalons,Lyon,France,2014,1,2
Jordi Gómez,Sunderland,England,2014,3,3
Alessandro Florenzi,Roma,Italy,2014,1,1
Bengali-Fodé Koita,Caen,France,2014,1,1
Nabil Ghilas,Córdoba,Spain,2014,2,2
Steven Gerrard,Liverpool,England,2014,4,5
Dwight Gayle,Crystal Palace,England,2014,1,1
Sergio García,Espanyol,Spain,2014,2,2
Rubén García,Levante,Spain,2014,0,1
Kévin Gameiro,Sevilla,Spain,2014,2,2
